,did,tool_name,api_name,simi_apis,instruction,type,label,explain
328,455,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere","I'll be in London from 2024-10-01 to 2024-10-07, can you find me some hotels to stay in?",2,1,
329,456,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",Recommend me hotels in San Francisco for my vacation from 2024-12-01 to 2024-12-10.,2,1,
330,457,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",I am visiting Seoul on 2024-11-15 and will stay until 2024-11-20. Which hotels should I consider?,2,1,
331,458,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",My trip to Sydney is from 2024-06-30 to 2024-07-06. Can you help me find a hotel?,2,1,
332,459,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",Find me the hotels available in Bangkok from 2024-08-20 to 2024-08-27.,2,1,
333,499,skyscanner80,hotels_similar_hotels,"skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##hotels_prices
skyscanner80##hotels_nearby_map
skyscanner80##hotels_hotel_auto_complete",What are some hotels similar to the one with ID 218005414 that I can book from 2024-12-25 to 2024-12-30 in Shenzhen?,2,1,
334,500,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","Can you show me a list of hotels near the Shenzhen airport (22.6393, 113.8107)?",2,1,
335,501,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","Which hotels are close to the 30.54277, 114.34216 coordinates in Wuhan?",2,1,
336,502,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","I am currently at latitude 22.5501 and longitude 114.0569 in Shenzhen, can you find nearby hotels for me?",2,1,
337,503,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","Can you find hotels around the Beijing train station (39.9042, 116.4074) in Chinese currency (CNY)?",2,1,
338,504,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","What are the available hotels near the Guangzhou Tower (23.1054, 113.3250) for a UK traveler?",2,1,
339,505,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere",Can you list the hotels close to the latitude 31.2304 and longitude 121.4737 in Shanghai in British Pounds (GBP)?,2,1,
340,506,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","I'm at location 24.4798, 118.0894 in Xiamen, can you search for hotels near me in US dollars?",2,1,
341,507,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","Please find hotels near the coordinates 29.8683, 121.5439 in Ningbo for a Canadian traveler in CAD.",2,1,
342,508,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","Can you show me hotels around 43.8280, 87.6179 in Urumqi using Australian dollars (AUD)?",2,1,
343,509,skyscanner80,hotels_nearby_map,"skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_hotel_auto_complete
skyscanner80##hotels_search
skyscanner80##flights_search_everywhere","I am located at 23.1291, 113.2644 in Guangzhou, please find nearby hotels for me in Euros (EUR).",2,1,
344,532,tourist_attraction,typeahead,"tourist_attraction##search
tourist_attraction##languages
tourist_attraction##detail
tourist_attraction##reviews
skyscanner80##hotels_hotel_auto_complete",Can you recommend some historical sites while I explore London in English?,2,1,
345,533,tourist_attraction,typeahead,"tourist_attraction##search
tourist_attraction##languages
tourist_attraction##detail
tourist_attraction##reviews
skyscanner80##hotels_hotel_auto_complete","When searching for attractions in New York City, can you give me some real-time suggestions in Chinese?",2,1,
346,535,tourist_attraction,typeahead,"tourist_attraction##search
tourist_attraction##languages
tourist_attraction##detail
tourist_attraction##reviews
skyscanner80##hotels_hotel_auto_complete","While searching for museums in Tokyo, can you predict some attractions for me in Japanese?",2,1,
347,540,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","Can you tell me about the main tourist attractions in Paris, France, in English and price in Euros?",2,1,
348,541,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","I am heading to New York after a month, could you provide me with the English details of the popular sites there and expected expenditure in US dollars?",2,1,
349,542,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","I am planning a trip to Sydney, Australia. Could you give me some information about the attractions there in Chinese and cost in Chinese yuan?",2,1,
350,543,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","Could you provide me with some information about tourist attractions in Tokyo, Japan, in Japanese language and the expenses in Japanese yen?",2,1,
351,544,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","I will visit London, UK, next week, and I need English information and the cost in British Pound for the popular tourist sites there, can you do that?",2,1,
352,545,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","I'm planning a vacation in Rome, Italy. Can you give me some information about popular attractions there in English and the cost in Euros?",2,1,
353,546,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","Can you show me the details about the tourist attractions in Berlin, Germany, in German and the cost in Euros?",2,1,
354,547,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","I'm interested in visiting Moscow, Russia. Could you tell me about the famous sites there and the cost in Ruble, and kindly ensure that the information is in Russian?",2,1,
355,548,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","What are the popular tourist sites in Madrid, Spain and might I ask for the information in Spanish and the cost in Euros?",2,1,
356,549,tourist_attraction,search,"tourist_attraction##detail
tourist_attraction##reviews
tourist_attraction##photos
tourist_attraction##languages
tourist_attraction##currencies","I'm going to Istanbul, Turkey next month. Can you give me information about the attractions there in Turkish and the costs in Turkish lira?",2,1,
357,550,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","Can you give me more information about the Eiffel Tower in Paris, in English, using Euro as the currency?",2,1,
358,551,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","I want to know more about the Great Wall of China in Mandarin, using Yuan as the currency.",2,1,
359,552,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","What information is available about the Statue of Liberty in New York, in English, using US dollar?",2,1,
360,553,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","I'm interested in the Colosseum in Rome, can I get the details in Italian, using Euro?",2,1,
361,554,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","Can I get details about the Pyramids of Giza in Egypt, in Arabic, and using Egyptian pound as the currency?",2,1,
362,555,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","I want to know more about Mount Fuji in Japan, in Japanese, using Yen as the currency.",2,1,
363,556,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","Can you provide me details of the Sydney Opera House, in English, using Australian dollar?",2,1,
364,557,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","Can you give me the detailed information about Machu Picchu in Peru, in Spanish, using Sol as the currency?",2,1,
365,558,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","I would like to know more about the Great Barrier Reef in Australia, in English, using Australian dollar.",2,1,
366,559,tourist_attraction,detail,"tourist_attraction##languages
tourist_attraction##currencies
tourist_attraction##search
tourist_attraction##reviews
tourist_attraction##photos","Can I get the details of the Christ the Redeemer in Brazil, in Portuguese, using Brazilian real as the currency?",2,1,
367,580,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api","What's the current weather in Shenzhen, China?",2,1,
368,582,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What's the weather like at the Shenzhen Bao'an International Airport (IATA code: SZX)?,2,1,
369,583,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Is it cloudy or sunny in Beijing right now?,2,1,
370,584,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What is the current temperature in New York City (US zip: 10001)?,2,1,
371,585,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Can you provide real-time weather information for London (UK postcode: SW1)?,2,1,
372,586,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What are the current weather conditions in Toronto (Canada postal code: M5H)?,2,1,
373,587,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Is it currently snowing in Moscow?,2,1,
374,588,weatherapi_com,realtime_weather_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##astronomy_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What's the weather like right now at the Paris-Charles de Gaulle Airport (IATA code: CDG)?,2,1,
375,590,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What will the weather in Beijing be like in 5 days?,2,1,
376,591,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Give me a 7-day forecast for the weather in Hongkong.,2,1,
377,592,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What's the weather forecast in Shenzhen for the next 10 days?,2,1,
378,593,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",I am planning a trip to San Francisco next week. Can you tell me the weather forecast?,2,1,
379,594,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Can you provide a weather forecast for the next 14 days in London in French?,2,1,
380,595,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",I need a 3-day weather forecast for 10001 zip code area in New York.,2,1,
381,597,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api","We are planning a picnic in Hawaii next Sunday the 2nd of April, what is the weather forecast?",2,1,
382,598,weatherapi_com,forecast_weather_api,"weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##time_zone_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api","My sister lives in Canada, postal code G2J. Can you tell me the weather forecast there for the next week?",2,1,
383,600,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",Can you find out information about the IP address 192.168.0.1?,2,1,
384,601,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",What info is available for IP address 2001:0db8:85a3:0000:0000:8a2e:0370:7334 in IPv6 format?,2,1,
385,603,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",Can you look up information for IP 172.16.254.100?,2,1,
386,604,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",Help me find details about IP address 123.45.67.89.,2,1,
387,605,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api","I want to know information about IP 10.0.0.2, can you find it for me?",2,1,
388,606,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",Provide information about IP address 2405:204:1234:abcd::1 in IPv6 format.,2,1,
389,607,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",What can you find about the IP address 223.255.255.254?,2,1,
390,608,weatherapi_com,ip_lookup_api,"ip_geo_location##ip_lookup
ip_geo_location##visitor_lookup
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##astronomy_api",Can you get me details about IP address 169.254.0.1?,2,1,
391,610,weatherapi_com,time_zone_api,"weatherapi_com##search_autocomplete_api
weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##ip_lookup_api",What's the current local time in Paris?,2,1,
392,611,weatherapi_com,time_zone_api,"weatherapi_com##search_autocomplete_api
weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##ip_lookup_api",Could you tell me the time zone of New York City by its zip code 10001?,2,1,
393,613,weatherapi_com,time_zone_api,"weatherapi_com##search_autocomplete_api
weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##ip_lookup_api",Can you provide the current time in Vancouver with its postal code G2J?,2,1,
394,617,weatherapi_com,time_zone_api,"weatherapi_com##search_autocomplete_api
weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##ip_lookup_api",What's the local time now in Tokyo?,2,1,
395,618,weatherapi_com,time_zone_api,"weatherapi_com##search_autocomplete_api
weatherapi_com##astronomy_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api
weatherapi_com##ip_lookup_api",Could you please let me know the current time in London using its postcode SW1?,2,1,
396,620,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",When will the sun rise and set in Shenzhen today?,2,1,
397,621,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What time is moonrise and moonset in Paris on 2024-3-25?,2,1,
398,622,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What is the current moon phase and illumination in London on 2024-3-25?,2,1,
399,623,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Can you tell me the sunrise and sunset times in New York City for 2024-03-25?,2,1,
400,624,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",I want to know the moonrise and moonset times for Tokyo on 2024-03-25.,2,1,
401,626,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",When does the sun rise and set in ZIP code 10001 on 2024-03-25?,2,1,
402,627,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",Can you provide the moon phase and illumination for Vancouver with the postal code G2J on 2024-3-25?,2,1,
403,628,weatherapi_com,astronomy_api,"weatherapi_com##forecast_weather_api
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##search_autocomplete_api
weatherapi_com##ip_lookup_api",What are the sunrise and sunset times for the UK postcode SW1 on 2024-03-25?,2,1,
404,640,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format","Can I obtain a screenshot of the website: https://www.wikipedia.org/ with width 500 pixels, and height of 700 pixels?",2,1,
405,641,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",How does the homepage of https://arxiv.org/ look like in a picture of 250 x 300 resolution.,2,1,
406,642,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",I want the screenshot of website https://google.com with the dimension of 800x600.,2,1,
407,643,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",Can I take a screenshot of the website https://google.com? Use width 350 pixels and height 500 pixels.,2,1,
408,644,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",Could you give me a screenshot of my personal blog at https://huggingface.co/? Let's have it in a 1280x720 resolution.,2,1,
409,645,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",How can I get a picture of the page https://arxiv.org/ in a 720x480 size?,2,1,
410,646,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",I need a screenshot of my online course homepage on https://www.wikipedia.org/ at 1024x768 pixels.,2,1,
411,647,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format",Can you help me take a screen capture of the news page https://huggingface.co/ at the current date and time with a resolution of 500x700?,2,1,
412,648,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format","How to make a screenshot of the webpage https://www.bing.com/, with the image size of 800 by 600?",2,1,
413,649,web_capture,take_image_screenshot,"bing_search_apis##images_search
ocr_extract_text##extract_text_from_image_url
image_processing##resize_image
ocr_extract_text##extract_text_from_image_file
image_processing##convert_format","Can I have a screenshot of the website https://www.bing.com/, at a resolution of 1920x1080?",2,1,
414,650,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","What is the current time in New York City, United States?",2,1,
415,651,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","Can you tell me the current time in Paris, France?",2,1,
416,652,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","What's the time in Los Angeles, California, USA right now?",2,1,
417,653,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","I need to know the current time in London, United Kingdom.",2,1,
418,654,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","What is the time in Tokyo, Japan at the moment?",2,1,
419,655,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api",Please tell me the current time for the timezone Europe/Berlin.,2,1,
420,656,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","Can you find out the time in Sydney, Australia right now?",2,1,
421,658,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","How late is it in Moscow, Russia at this moment?",2,1,
422,659,world_time_by_api_ninjas,v1_worldtime,"geocoding_by_api_ninjas##v1_reversegeocoding
geocoding_by_api_ninjas##v1_geocoding
weatherapi_com##time_zone_api
weatherapi_com##realtime_weather_api
weatherapi_com##forecast_weather_api","I would like to know the current time in Rio de Janeiro, Brazil.",2,1,
